t1.id_string,distinct_user,cnt
22476c830ed8978109935f39348eae0e,2,2
60a2761812daa256c864461cf23972f5,2,2
8b6e382e0770c645d1539f8d96f83375,2,2
a6060caf41658c2a71edce94de3d2ccd,2,2
a7b09fc6b0e4413549034db40984e926,2,2
cfc5f78ff62c96e251e55e205bd0c2a7,2,2
d5f49aa33f6ad106dd92326ec7ef1e1f,4,4
e4fec97569061955c2084c91ffe9489a,2,2
13ccec5c3741c431c8465b48ed5248e4,2,2
2eafca260169eaf51155908b4fa07b13,2,2
4094f06b7cf173f28a96163ed0f2e8ba,2,2
62866a316d7dc5062b438aa8792dde95,3,3
6411a26d4963f1a28f116edfda987f95,2,2
7cd3674db8a03ffda69edd48c75c755f,5,5
7d29c66064076b8bb2f011ad7811c9ac,2,2
838ebb1a5917d499deee85091e06f2e4,7,7
8c77766d58be9724abc06bb0819364a0,2,2
a0417593bc9ee1f8c9c640c1059dcadc,2,2
c762e26c2f0f48e43f0ba104356fbb95,2,2
dc54132edaa1281a454bad138d1b8a84,2,2
37a82d31f5a3345014f81dd3294121b1,3,3
42e6a64d536a7de533ae26cc202c76cd,3,3
44fa62cd2f49287dd9fc1e289a49cca2,4,4
4ab1402dba20072cd74dea7dda5c8439,2,2
9378ec81d2f5becea2048e161d49bb2b,2,2
99d12bc204a6192603f9c92fb3280061,3,3
9bfef726335857c760c5358ecdd28893,2,2
9d8b37f37ad83fc7fa8761fe48c4b649,2,2
b5266a8573c35154cb38aa31fdaa5b8c,2,2
b6599398160a1864bb31aacee38c5d85,3,3
b736536dda35745db7552698d15a7583,2,2
ba4a042ca8dd4a6651649db22ba74075,2,2
bffca1efd39f2e3dc31bda3e9372bb6c,2,2
c29270e86ea668f5216c39eae87f0deb,2,2
c77a2154d1f14aa92b32b54d835736f4,2,2
ff0455897280d381de487d311618a015,4,4
1dcc5d8c70cfaa2d828153c12c54f43f,6,18
33ad989eccb1cd84c092b18daef69bc9,2,2
4c645bdc1bbe831bce11d80c6f5d5fd3,2,2
833e6a836fa2ead74cd7392fd6a92bb4,2,2
9ad16c12045d544483c9dcf6c6b91f81,3,3
9e944da8757c2e0bd39762c833f460f7,2,2
a8643b63b9502a83aec844fd18ad9ff6,3,3
baea67b981eb9e882fcb817c599ef6c2,2,2
db78233c3b81befb36040d2b9b66039c,2,2
e13c042f62c8ad4c16b3cca9910c83a7,3,3
37d72f067f10412b190026f82b6c7c4b,4,4
57f9d8d6269badfd91831e5646e776fe,3,3
63848bf4607ea73786b4a628f4005e12,2,2
68c13b3fc871f7663f0ef24be5db48fe,2,2
6a0b412fbe1179e761462a54583e167c,3,3
8780655d5b7f66b001f335cdb928bc95,2,2
e055cd68bcb48d598882f58c423774a2,2,2
e27559c4ccd4181d50c9d760d290eb4d,3,3
e5690bc88de7acea4f4b9a9f7fecdaf2,2,2
e7a0cdc0a3d8794981eb23f68ec7b070,2,2
f264ef7b9bd610eba404b01ecf8716e0,2,2
0954ddbd4b32880bf09b387a79612fa2,2,2
11f1419549993c3b61ef9236e83b26bf,2,2
1ed77d58e3c196d0f09bff195588b954,2,2
725f80127feb74bc793ceff3163d8fd5,2,2
9d6c480d0f31f0777a4e9e06fa6bf56b,3,4
d9523d7b614035c021f8c8c081f6e9c5,2,2
